Year,City,Population,Average Wage,Number of Employees,65+ percentage,0-17 percentage
2014,עיילבון,5.4,6896.057763,2353,7,32.3
2014,עילוט,7.4,5164.072607,2323,3.4,41.6
2014,עין מאהל,12.3,4808.846566,4465,3.7,39.6
2014,עין קנייא,1.9,5322.874095,783,5.2,36
2014,עמנואל,3.2,4376.57835,1020,3.3,50.6
2014,עספיא,11.7,6976.527075,4740,7.2,31
2014,עראבה,23.5,5638.207983,7860,3.7,42.6
2014,ערערה,23.6,6037.372226,6985,5.4,39.6
2014,ערערה-בנגב,15.3,5659.629955,3044,1.5,57.2
2014,פוריידיס,12.1,5272.980664,4801,4.1,38.5
2014,פסוטה,3,7014.57662,1415,9.6,28.1
2014,פקיעין (בוקייעה),5.6,6808.929656,2348,8.7,29.9
2014,פרדס חנה-כרכור,36.7,9309.517539,17309,10.5,31.7
2014,פרדסייה,5.4,11265.17651,3224,7.3,23.9
2014,קדומים,4.2,8554.601475,1718,5.6,47
2014,קדימה-צורן,19.6,11821.78888,9315,6.1,34
2014,קצרין,6.8,5980.50323,3509,12.3,28
2014,קריית ארבע,7,5608.762579,2968,7.9,42.9
2014,קריית טבעון,17.6,11460.07573,7614,17.6,25.9
2014,קריית יערים,3.8,5697.499784,1159,2.7,48.1
2014,קריית עקרון,10.7,7275.871762,5224,10.5,27.7
2014,קרני שומרון,6.7,8145.997866,3358,6.3,34.5
2014,ראמה,7.3,6496.615677,3285,9.5,29.7
2014,ראש פינה,2.9,8845.609755,1372,11.5,29.2
2014,ריינה,18.2,5413.564935,5716,4.7,37.6
2014,רכסים,10.3,4867.712339,3131,4,49.8
2014,רמת ישי,7.5,11653.04931,3789,8.7,28.9
2014,שבלי - אום אל-גנם,5.6,5753.02341,2175,4.7,42
2014,שגב-שלום,8.8,5044.894961,2054,1.5,55.5
2014,שוהם,20,14385.94427,10043,4.8,34.1
2014,שלומי,6.3,7673.551984,3150,10.2,30.7
2014,שעב,6.5,5105.826155,2380,4,38.3
2014,תל מונד,11.7,13584.01681,5433,6,35.9
2014,תל שבע,18.1,5127.453003,3619,1.7,57.6
2015,אום אל-פחם,52.5,5289,16739,3.7,41.4
2015,אופקים,25.6,6405,11978,9.3,33.9
2015,אור יהודה,36.2,7827,16975,11,28.7
2015,אור עקיבא,17.1,7117,9178,13,27.3
2015,אילת,49.7,7634,30766,8.7,26.1
2015,אלעד,44.9,6129,11806,1.3,60.5
2015,אריאל,18.7,8342,10005,10.9,23.7
2015,אשדוד,220.2,7997,99335,13.5,31.6
2015,אשקלון,130.7,7633,64148,14.5,27.2
2015,באקה אל-גרביה,28.1,6191,10240,4.7,40.2
2015,באר שבע,203.6,8291,96864,14.4,26.6
2015,בית שאן,17.3,6990,9114,9.2,31
2015,בית שמש,103.9,6569,30834,3.8,52.3
2015,ביתר עילית,49.3,4667,12137,0.9,62.8
2015,בני ברק,182.8,5577,53147,6.8,46.8
2015,בת ים,128.9,7016,63867,21,20.9
2015,גבעת שמואל,25.3,12470,11040,10.7,35.1
2015,גבעתיים,57.5,12207,27584,17.1,23.6
2015,דימונה,33.3,8252,16576,11.8,28.8
2015,הוד השרון,56.7,13179,27716,12.2,29.9
2015,הרצלייה,91.9,11532,43730,18,23.9
2015,חדרה,88.8,8297,45361,14.4,26.8
2015,חולון,188.8,8806,89405,16.4,25.8
2015,חיפה,278.9,9603,126871,19.8,22.9
2015,טבריה,42.6,6227,19429,12.4,29.8
2015,טייבה,40.9,5833,15051,5,39.7
2015,טירה,24.9,6221,10117,5.9,34.7
2015,טירת כרמל,19.4,7357,10127,13.7,24.9
2015,טמרה,32.4,5316,11902,4.5,38.2
2015,יבנה,42.3,9619,22286,9.2,30.9
2015,יהוד,29.1,11030,14505,13.4,28.3
2015,יקנעם עילית,21.4,10779,11205,9.4,32.7
2015,ירושלים,865.7,7119,267963,8.9,39.6
2015,כפר יונה,21.6,10504,10073,7.3,34.6
2015,כפר סבא,96.9,11751,48158,16.6,27
2015,כפר קאסם,21.8,5632,8227,3.6,41.4
2015,כרמיאל,44.9,8347,23485,16.1,24.6
2015,לוד,72.8,6943,32200,12,33.4
2015,מגדל העמק,25,6931,12368,13,29.6
2015,מודיעין עילית,64.2,4475,12835,0.7,64.4
2015,מודיעין-מכבים-רעות,88.7,14217,41101,6,38.6
2015,מעלה אדומים,37.5,8936,18953,8.1,33.8
2015,מעלות-תרשיחא,21.2,7745,10503,12.7,27.8
2015,נהרייה,54.3,9176,27660,16,26
2015,נס ציונה,46.9,12814,21698,10.9,32.9
2015,נצרת,75.7,6122,29230,7.5,33.8
2015,נצרת עילית,40.2,7101,20864,18.6,22.9
2015,נשר,23.4,9403,11796,15.8,22.1
2015,נתיבות,31.3,6314,13216,6.1,42
2015,נתניה,207.9,8275,95036,16.6,27.7
2015,סח'נין,29.3,5981,11266,4.5,38.1
2015,עכו,47.7,6787,22567,12.5,27.4
2015,עפולה,44.9,7446,23068,14,26.6
2015,עראבה,24.1,5891,8105,4,42.2
2015,ערד,24.4,7139,11107,15.8,29.1
2015,פתח תקווה,231,9910,114977,14.7,29.5
2015,צפת,33.4,5862,11673,9.4,39.7
2015,קלנסווה,21.5,6038,7685,3.5,42.8
2015,קריית אונו,37.8,13664,17354,14,30.8
2015,קריית אתא,55.5,8308,27546,15,25.5
2015,קריית ביאליק,39.1,8843,19554,18.9,23.1
2015,קריית גת,51.5,6670,25578,12.1,30.3
2015,קריית ים,39.3,7346,19266,20.6,20.4
2015,קריית מוצקין,40.2,9359,21111,19.8,22.5
2015,קריית מלאכי,21.6,6018,10373,9,32.5
2015,קריית שמונה,23.1,7221,11849,11.2,26
2015,ראש העין,42.9,10105,23076,7.8,29.6
2015,ראשון לציון,244,9976,126583,14.9,24.5
2015,רהט,62.4,4793,16648,2,53.1
2015,רחובות,132.7,10187,62863,14.3,30.3
2015,רמלה,73.7,6990,34036,10.7,30.3
2015,רמת גן,152.6,10679,70529,17.9,22.2
2015,רמת השרון,44.4,13937,19838,17.8,27.9
2015,רעננה,70.8,12229,33130,16.2,26.9
2015,שדרות,23.1,6962,12012,10.4,28.2
2015,שפרעם,40,6142,15471,6,34.5
2015,תל אביב-יפו,432.9,10808,224083,15,20.8
2015,אבו גוש,7,6275.594728,2728,5.1,36.7
2015,אבו סנאן,13.4,6060.397687,4900,5.8,34.7
2015,אבן יהודה,13.2,13502.85743,6077,11.9,33
2015,אורנית,8.5,12827.84924,4297,6.1,35.9
2015,אזור,12.2,9091.599251,5827,13.3,26.6
2015,אכסאל,13.7,6079.973872,4698,3.8,39.4
2015,אליכין,3.4,8276.11445,1714,9.1,32.2
2015,אלפי מנשה,7.6,11856.8994,3913,6.9,34.8
2015,אלקנה,3.9,11331.57777,1766,10.4,36.9
2015,אעבלין,12.7,5855.407443,4888,5.1,36.6
2015,אפרת,8.3,9742.778669,3991,5.6,40.2
2015,באר יעקב,18.4,10559.32153,9059,6.7,36.9
2015,בועיינה-נוג'ידאת,9.1,5364.634653,3371,3.5,40.5
2015,בוקעאתא,6.3,5017.651298,2131,6,34.5
2015,ביר אל-מכסור,8.7,5625.321404,3360,4,39.8
2015,בית אל,6,7119.354895,2288,3.7,48.9
2015,בית אריה,4.7,10664.19236,2403,5.4,35.8
2015,בית ג'ן,11.4,6508.575861,4974,6,32
2015,בית דגן,7.1,9816.843909,3333,10.2,29.7
2015,"בני עי""ש",6.9,7495.29826,3697,18,22.7
2015,בנימינה-גבעת עדה,14.8,13585.23747,6387,7.9,35.6
2015,"בסמ""ה",8.9,5617.287866,3431,3.8,42.1
2015,בסמת טבעון,7.5,5673.072721,2921,4.7,38
2015,בענה,7.9,4849.037751,2894,4.5,39.1
2015,גבעת זאב,16.1,8354.473794,7085,6.4,40
2015,ג'דיידה-מכר,20.1,5462.706023,7718,4.7,37.5
2015,גדרה,26.2,11462.14943,11367,9.8,37.1
2015,ג'ולס,6.1,7438.085431,2781,6.2,30.7
2015,ג'לג'וליה,9.4,5044.077234,3361,5.1,41.1
2015,גן יבנה,22.5,10942.88703,10966,6.1,35.5
2015,גני תקווה,16.1,13436.31231,8148,11.9,32.5
2015,ג'סר א-זרקא,14,4869.805435,5547,2.3,44.2
2015,ג'ש (גוש חלב),3.1,7734.964049,1407,10.9,29.4
2015,ג'ת,11.2,7148.308208,4587,5.2,36.8
2015,דאלית אל-כרמל,16.8,7067.517543,7168,6.4,30.1
2015,דבורייה,9.9,6312.166713,3595,6,38.2
2015,דייר אל-אסד,11.7,6171.183418,4522,4.4,39.5
2015,דייר חנא,9.8,5922.715793,4005,5.4,35.9
2015,הר אדר,3.9,14887.80804,1924,9.7,34.2
2015,זכרון יעקב,22.5,13491.8326,9944,9.4,33.9
2015,זמר,6.5,6442.930153,2552,5.7,37.6
2015,זרזיר,7.5,5742.44256,2919,3.6,40.9
2015,חורה,19.4,5692.728352,3376,1.8,57.7
2015,חורפיש,6.1,7727.280237,2530,5.5,34.8
2015,חצור הגלילית,8.8,6771.88264,4401,10.2,32.3
2015,חריש,1,8872.352102,1443,5.3,47.3
2015,טובא-זנגרייה,6.3,5180.673447,2581,3.3,38.6
2015,טורעאן,13.3,5581.416388,4783,4.6,39.5
2015,יאנוח-ג'ת,6.3,7203.361247,2654,4.4,35.8
2015,יבנאל,4.1,6131.496476,1348,9.9,42.2
2015,יסוד המעלה,1.6,10506.49816,726,12,31.8
2015,יפיע,18.2,5670.961236,6862,5.1,37.2
2015,ירוחם,9.1,7716.667646,4341,9,34.9
2015,ירכא,16.2,6482.835673,5450,5.4,36.8
2015,כאבול,13.2,5820.086689,4147,3.9,39
2015,כאוכב אבו אל-היג'א,3.4,6650.398412,1438,5.8,37.8
2015,כוכב יאיר,9.1,14111.2758,5181,9.3,26.5
2015,כסיפה,19.1,5459.159735,3691,2.1,54.4
2015,כסרא-סמיע,8.2,6802.674016,3118,3.9,39
2015,כעביה-טבאש-חג'אג'רה,5,5673.13139,2093,3.8,40.8
2015,כפר ברא,3.4,6083.92134,1284,3.2,44.3
2015,כפר ורדים,5.4,13603.34921,2761,12,28.1
2015,כפר יאסיף,9.6,6439.840893,4211,7.1,31.6
2015,כפר כמא,3.2,7746.380874,1518,10,27.4
2015,כפר כנא,21.3,5134.839238,7282,4.3,40.8
2015,כפר מנדא,18.5,4853.640061,5998,3.2,43.1
2015,כפר קרע,17.7,6707.235204,7564,4.7,36.7
2015,כפר שמריהו,1.9,15328.55507,749,22.8,25.4
2015,כפר תבור,3.8,12318.67228,2064,8.8,32
2015,להבים,6.4,16172.85498,3407,9.5,29.2
2015,לקיה,11.8,5305.886592,3483,2.3,52.8
2015,מבשרת ציון,24.4,11504.495,11809,13.2,27.7
2015,מגאר,21.7,6067.457009,7994,4.8,34.5
2015,מג'ד אל-כרום,14.8,5334.743943,5778,4.4,39.7
2015,מגדל,1.8,7428.486012,840,9.8,31.4
2015,מג'דל שמס,10.6,4681.530462,3871,6.8,32.8
2015,מזכרת בתיה,12.7,13127.90962,6827,7,35.4
2015,מזרעה,3.6,5958.167926,1721,5.9,28.6
2015,מטולה,1.6,8617.167578,914,11.6,20.6
2015,מיתר,7.3,14838.99944,4166,8.9,33.3
2015,מסעדה,3.5,4737.171303,1312,5.8,36.5
2015,מעיליא,3.2,8743.221462,1425,15.5,27.9
2015,מעלה אפרים,1.2,6683.136719,768,8.8,30.3
2015,מעלה עירון,14.1,5475.677363,4799,4.2,39.9
2015,מצפה רמון,5,7140.771,2381,7.8,33.9
2015,משהד,7.9,5304.861242,2762,4.4,40
2015,נחף,12.1,5306.685282,4378,3.6,41.9
2015,סאג'ור,4,6906.394501,1782,4.1,33.9
2015,סביון,3.7,17030.56615,1780,17.4,28.3
2015,ע'ג'ר,2.5,6612.239974,906,2.8,40.7
2015,עומר,7.3,15922.16824,3919,18.8,28.3
2015,עיילבון,5.6,7159.518991,2409,7.4,32.2
2015,עילוט,7.6,5242.443294,2391,3.5,40.9
2015,עין מאהל,12.5,4938.59776,4575,3.9,39.3
2015,עין קנייא,1.9,5455.542708,800,5.7,35.7
2015,עמנואל,3.3,4540.010174,1073,3.4,51.6
2015,עספיא,11.8,7439.508923,4950,7.5,30.4
2015,ערערה,24,6145.808542,7106,5.5,38.9
2015,ערערה-בנגב,15.8,5874.665834,3202,1.6,56.5
2015,פוריידיס,12.4,5489.98502,4951,4.3,38.3
2015,פסוטה,3,7198.42872,1438,9.8,27.5
2015,פקיעין (בוקייעה),5.7,7118.240542,2423,8.5,29.4
2015,פרדס חנה-כרכור,38,10012.91772,17700,10.7,32
2015,פרדסייה,5.6,11933.16299,3419,8.4,23.9
2015,קדומים,4.3,8878.411287,1735,6.3,46.4
2015,קדימה-צורן,20.5,12315.73059,9834,6.3,34
2015,קצרין,6.9,6753.703371,3619,12.8,28.2
2015,קריית ארבע,7.1,5755.177314,3068,8,42.7
2015,קריית טבעון,17.9,12175.05979,7460,18,26.1
2015,קריית יערים,3.9,5613.00305,1257,3,47.5
2015,קריית עקרון,10.7,7775.629058,5422,11,27.8
2015,קרני שומרון,6.9,8453.373467,3507,6.9,34.7
2015,ראמה,7.4,6771.437967,3349,9.7,29.4
2015,ראש פינה,2.9,9319.643469,1401,13.1,28.3
2015,ריינה,18.5,5594.468924,5862,4.7,37.3
2015,רכסים,10.7,5077.306572,3279,4,50
2015,רמת ישי,7.5,12315.71389,3842,9.7,28.8
2015,שבלי - אום אל-גנם,5.7,6033.712873,2276,4.9,41.3
2015,שגב-שלום,9.1,4907.909844,2345,1.6,54.8
2015,שוהם,20.4,14725.83305,10670,5.2,33.2
2015,שלומי,6.2,8076.96294,3184,10.4,30.3
2015,שעב,6.6,5312.02207,2443,4,38
2015,תל מונד,11.9,14056.74033,5699,6.5,35.3
2015,תל שבע,18.7,5083.16673,3954,1.7,56.9
2016,אום אל-פחם,53.3,5361,18114,3.9,40.2
2016,אופקים,26.6,6462,12197,9.3,34.1
2016,אור יהודה,36.5,7859,16944,11.7,28.5
2016,אור עקיבא,17.6,7343,9183,13.1,27.6
2016,אילת,50.1,7706,30531,9.2,25.7
2016,אלעד,45.9,6219,12216,1.4,60
2016,אריאל,19.2,8538,10018,11.2,23.9
2016,אשדוד,221.6,8068,99332,13.9,31.3
2016,אשקלון,134.5,7644,64679,14.6,27.4
2016,באקה אל-גרביה,28.5,6401,10879,4.8,39.2
2016,באר שבע,205.8,8347,95595,14.7,26.7
2016,בית שאן,17.6,6994,9124,9.7,30.9
2016,בית שמש,109.8,6682,31986,3.7,51.8
2016,ביתר עילית,51.6,4780,13256,0.9,61.7
2016,בני ברק,189,5691,54655,6.9,47.3
2016,בת ים,128.9,7164,63579,21.3,20.9
2016,גבעת שמואל,25.5,12520,10989,11,35.1
2016,גבעתיים,58.5,12434,27465,16.9,23.7
2016,דימונה,33.5,8616,16558,11.9,28.9
2016,הוד השרון,58.9,13300,28174,12.6,30.1
2016,הרצלייה,93.1,11673,43006,18.5,24.1
2016,חדרה,91.7,8454,45455,14.6,27.1
2016,חולון,190.8,8953,89091,16.7,26
2016,חיפה,279.6,9651,125978,20.1,23
2016,טבריה,43.1,6197,19374,12.8,30.2
2016,טייבה,41.6,5848,16252,5.1,38.9
2016,טירה,25.3,6348,10731,6.1,34.1
2016,טירת כרמל,20.3,7606,10486,13.8,25.6
2016,טמרה,32.8,5468,12786,4.7,37.3
2016,יבנה,44.1,9523,21953,9.8,31.5
2016,יהוד,29.3,11061,14422,14.2,28.2
2016,יקנעם עילית,22,10927,11374,9.6,32.6
2016,ירושלים,882.7,7179,276358,9,39.5
2016,כפר יונה,22.3,10433,9914,7.7,34.5
2016,כפר סבא,99,11963,47215,17.2,27.5
2016,כפר קאסם,22.3,5784,8821,3.7,40.6
2016,כרמיאל,45.3,8426,23215,16.6,24.9
2016,לוד,73.6,7085,32671,12.2,33.4
2016,מגדל העמק,25.1,6998,12291,13.2,29.5
2016,מודיעין עילית,66.8,4612,13790,0.8,64.4
2016,מודיעין-מכבים-רעות,90,13746,40318,6.5,37.7
2016,מעלה אדומים,37.7,9060,18873,8.6,33.1
2016,מעלות-תרשיחא,21.1,7751,10676,13.1,27.5
2016,נהרייה,54.9,9208,27332,16.4,26.1
2016,נס ציונה,48.2,12955,21566,11.6,32.9
2016,נצרת,75.9,6284,30680,7.7,32.8
2016,נצרת עילית,40.2,7206,20698,18.7,23.2
2016,נשר,23.7,9563,11555,16.6,22.2
2016,נתיבות,32.5,6348,13660,6.1,42
2016,נתניה,210.8,8391,95185,17,27.8
2016,סח'נין,29.9,6158,12133,4.7,37.2
2016,עכו,47.8,6846,22824,12.8,27.6
2016,עפולה,47,7388,23476,14,27.4
2016,עראבה,24.5,6103,8566,4.2,40.9
2016,ערד,24.7,7297,11117,15.8,29.9
2016,פתח תקווה,236.2,9998,115151,15.1,29.8
2016,צפת,33.6,5842,11674,9.5,40.3
2016,קלנסווה,21.9,6204,8204,3.7,41.8
2016,קריית אונו,38.6,13892,17148,14.2,30.9
2016,קריית אתא,56.6,8446,27377,15.4,25.7
2016,קריית ביאליק,39.3,8940,19279,19.1,23.4
2016,קריית גת,52.6,6744,25406,12.1,30.8
2016,קריית ים,39.4,7445,19043,21.2,20.7
2016,קריית מוצקין,40.8,9407,20961,20.2,22.7
2016,קריית מלאכי,21.8,6137,10504,9.2,32.6
2016,קריית שמונה,22.9,7172,11485,11.6,26.1
2016,ראש העין,45.5,9974,24679,8.1,29.5
2016,ראשון לציון,247.3,10021,125057,15.6,24.5
2016,רהט,64.5,4959,18292,2.1,52.2
2016,רחובות,135.7,10187,62533,14.7,30.7
2016,רמלה,75,7102,34229,11,30.4
2016,רמת גן,153.7,10863,70818,18,22.3
2016,רמת השרון,45.1,13914,19707,18.1,28.4
2016,רעננה,71.7,12299,32884,17,26.8
2016,שדרות,24,7201,12417,10.4,28.6
2016,שפרעם,40.5,6236,16307,6.4,33.4
2016,תל אביב-יפו,438.8,11017,223935,15.1,21
2016,אבו גוש,7.1,6591.092718,2948,5.4,36.4
2016,אבו סנאן,13.5,6226.117037,5086,5.9,33.8
2016,אבן יהודה,13.5,13553.53871,6049,12.5,33.3
2016,אורנית,8.7,12728.87339,4244,6.8,35.3
2016,אזור,12.6,9128.500416,5806,13.7,26.4
2016,אכסאל,14,6317.636811,5094,4.1,38.6
2016,אליכין,3.4,8433.052491,1686,9.8,31.5
2016,אלפי מנשה,7.8,11807.19787,3833,7.8,34.9
2016,אלקנה,3.9,11151.11176,1706,11.5,36.8
2016,אעבלין,12.8,6151.980461,5101,5.3,35.9
2016,אפרת,8.7,9916.346884,4145,5.8,40.8
2016,באר יעקב,20.4,10732.58485,9962,7.3,36.9
2016,בועיינה-נוג'ידאת,9.3,5453.694308,3657,3.6,39.4
2016,בוקעאתא,6.4,5304.519348,2300,6.1,33.7
2016,ביר אל-מכסור,8.9,5733.172976,3487,4.3,39.1
2016,בית אל,6.1,7066.664684,2312,4.1,50.5
2016,בית אריה,4.8,10631.44646,2400,6,35.3
2016,בית ג'ן,11.6,6338.046494,4972,6.3,31.4
2016,בית דגן,7.1,9820.602059,3302,10.5,29.3
2016,"בני עי""ש",7,7539.779744,3645,18.2,22.6
2016,בנימינה-גבעת עדה,15.2,13552.23186,6400,8.1,35.6
2016,"בסמ""ה",9.2,5759.736908,3660,4,41.2
2016,בסמת טבעון,7.6,5894.371477,3087,4.9,37
2016,בענה,8,4998.547033,3106,4.7,38
2016,גבעת זאב,16.9,8531.629735,7013,6.9,40.5
2016,ג'דיידה-מכר,20.3,5661.604769,8203,4.7,36.3
2016,גדרה,27,11129.06374,11151,10.1,36.9
2016,ג'ולס,6.2,7251.591422,2720,6.5,30.2
2016,ג'לג'וליה,9.6,5190.863906,3647,5.5,40
2016,גן יבנה,23.1,10904.5647,10856,6.5,35
2016,גני תקווה,17.3,13710.76977,8247,12.3,33
2016,ג'סר א-זרקא,14.2,5076.17284,5845,2.4,43.7
2016,ג'ש (גוש חלב),3.1,8039.927047,1437,11,28.7
2016,ג'ת,11.4,7286.774786,4865,5.5,36
2016,דאלית אל-כרמל,17,7058.02346,7147,6.6,29.7
2016,דבורייה,10,6530.808944,3755,6.3,37.3
2016,דייר אל-אסד,11.9,6392.743229,4849,4.7,38.4
2016,דייר חנא,9.9,6157.562231,4178,5.5,35.2
2016,הר אדר,4,14639.59512,1930,10.2,32.9
2016,זכרון יעקב,22.7,13292.97371,9783,10,33.3
2016,זמר,6.6,6505.530174,2701,5.8,36.8
2016,זרזיר,7.6,5555.529548,2981,3.7,40.4
2016,חורה,20,5718.923865,3797,1.8,57.2
2016,חורפיש,6.2,7179.150033,2510,5.9,34.3
2016,חצור הגלילית,9,6724.41945,4282,10.3,32.5
2016,חריש,1.4,8786.048462,2275,5,48
2016,טובא-זנגרייה,6.4,5587.876405,2817,3.7,37.7
2016,טורעאן,13.5,5740.274707,5120,4.9,38.4
2016,יאנוח-ג'ת,6.4,6915.526415,2691,4.7,35.2
2016,יבנאל,4.2,6080.404779,1360,10.1,43.1
2016,יסוד המעלה,1.7,10047.55929,700,11.9,31.2
2016,יפיע,18.4,5826.946415,7216,5.2,36.1
2016,ירוחם,9.2,7694.615224,4356,9,35.3
2016,ירכא,16.6,6362.865833,5541,6,36
2016,כאבול,13.4,5951.977069,4419,4.1,38.4
2016,כאוכב אבו אל-היג'א,3.4,6786.819746,1521,6.2,37.3
2016,כוכב יאיר,9,14084.12023,4937,10.2,25.9
2016,כסיפה,19.7,5568.269191,4021,2.1,54
2016,כסרא-סמיע,8.3,6830.948353,3298,4.1,38.4
2016,כעביה-טבאש-חג'אג'רה,5.1,5920.130611,2161,3.8,40.5
2016,כפר ברא,3.4,6370.924914,1364,3.2,43.3
2016,כפר ורדים,5.6,13462.69588,2699,13,28
2016,כפר יאסיף,9.7,6633.705053,4357,7.3,30.8
2016,כפר כמא,3.2,7768.732278,1500,10.6,26.7
2016,כפר כנא,21.5,5298.284842,7821,4.5,39.8
2016,כפר מנדא,18.8,5015.062019,6447,3.3,41.9
2016,כפר קרע,18,6906.60363,7916,5,35.7
2016,כפר שמריהו,1.9,15624.12855,704,23,25.5
2016,כפר תבור,4,12136.12974,1995,9.4,32.5
2016,להבים,6.4,16075.11696,3249,10.7,28.5
2016,לקיה,12.3,5428.819267,3833,2.3,52.3
2016,מבשרת ציון,24.4,11619.91906,11439,14,27.6
2016,מגאר,21.9,5962.667987,8270,5.1,33.5
2016,מג'ד אל-כרום,14.8,5589.903966,6089,4.7,38.2
2016,מגדל,1.9,7542.013024,819,10.1,31
2016,מג'דל שמס,10.8,4969.24332,4067,7.2,32.1
2016,מזכרת בתיה,13.4,13075.84177,6966,7.4,35.5
2016,מזרעה,3.7,6080.390223,1812,6,28.4
2016,מטולה,1.6,8459.077171,879,12.5,20.4
2016,מיתר,7.5,14912.54236,4167,9.6,32.8
2016,מסעדה,3.6,4997.45693,1366,6,36
2016,מעיליא,3.2,8963.349204,1465,16.4,26.2
2016,מעלה אפרים,1.2,6825.976604,748,10.2,30.9
2016,מעלה עירון,14.3,5657.804252,5201,4.3,38.7
2016,מצפה רמון,5.1,6463.448733,2196,8.1,34.2
2016,משהד,8,5472.48242,2920,4.6,39.2
2016,נחף,12.3,5637.882216,4637,3.8,41
2016,סאג'ור,4.1,6494.216503,1729,4.4,33.2
2016,סביון,3.8,17116.66347,1798,17.8,28.3
2016,ע'ג'ר,2.5,7005.788354,956,3.2,40
2016,עומר,7.5,15974.05376,3801,18.8,28.9
2016,עיילבון,5.5,7247.084042,2470,7.8,31.9
2016,עילוט,7.7,5421.398614,2585,3.6,40
2016,עין מאהל,12.6,5132.409787,4845,4.1,38.2
2016,עין קנייא,2,5595.48522,857,5.9,34.7
2016,עמנואל,3.3,4678.929521,1154,3.6,50.6
2016,עספיא,11.9,7620.751032,5005,8,29.9
2016,ערערה,24.2,6319.887934,7564,5.7,38
2016,ערערה-בנגב,16.3,5913.012306,3616,1.6,55.5
2016,פוריידיס,12.6,5769.348538,5163,4.4,37.7
2016,פסוטה,3.1,7430.966149,1514,10,26.6
2016,פקיעין (בוקייעה),5.7,7065.128135,2459,7.9,29.8
2016,פרדס חנה-כרכור,39.6,10080.99808,17838,10.8,32.4
2016,פרדסייה,5.8,11960.82113,3354,9.1,24.3
2016,קדומים,4.3,8671.755836,1785,7,46.5
2016,קדימה-צורן,21.4,12557.91509,9906,7.2,33.6
2016,קצרין,7,6548.614619,3492,13,27.4
2016,קריית ארבע,7.3,5929.383542,3034,8,42.8
2016,קריית טבעון,17.6,12171.05179,7337,19,25.1
2016,קריית יערים,4.2,5816.290355,1398,2.9,49
2016,קריית עקרון,10.8,7616.325705,5353,11.7,27.5
2016,קרני שומרון,7.1,8589.252049,3579,7.3,34.7
2016,ראמה,7.5,6918.964863,3446,10,29
2016,ראש פינה,3,9396.575463,1387,13.9,28.7
2016,ריינה,18.6,5726.253905,6189,5,36.1
2016,רכסים,11.4,5222.719934,3362,4,49.7
2016,רמת ישי,7.6,12330.37234,3734,10.5,29.2
2016,שבלי - אום אל-גנם,5.8,6222.061461,2366,5.3,40.4
2016,שגב-שלום,9.5,5090.994881,2637,1.7,53.8
2016,שוהם,20.7,14689.71293,10633,5.6,31.9
2016,שלומי,6.2,8164.680815,3157,10.6,30
2016,שעב,6.7,5573.408601,2583,4.4,36.9
2016,תל מונד,12.2,13983.03103,5819,6.9,34.7
2016,תל שבע,19.2,4983.938495,4543,1.8,56.2
2017,אום אל-פחם,54.2,5650.867527,19324,4.050516224,39.21828909
2017,אופקים,27.8,7123.442279,13083,9.142630802,35.05095243
2017,אור יהודה,36.7,8305.450039,17225,12.14787773,28.46128698
2017,אור עקיבא,17.8,7862.593506,9453,13.44670308,27.69863168
2017,אילת,50.7,8236.252017,31478,9.644349815,25.80041006
2017,אלעד,46.9,6566.990615,12946,1.484135107,59.17775503
2017,אריאל,19.6,9010.143011,10181,11.59176602,24.21787425
2017,אשדוד,222.9,8563.708862,101717,14.19668615,31.30566261
2017,אשקלון,137.9,8239.312214,67187,14.95741056,27.7748378
2017,באקה אל-גרביה,29,6707.759975,11495,4.914758051,38.3468228
2017,באר שבע,207.6,8931.657288,98277,14.96981465,26.81846871
2017,בית שאן,17.7,7533.837533,9464,10.09941256,30.75576141
2017,בית שמש,114.4,7028.7061,34157,3.835762562,52.08050992
2017,ביתר עילית,54.6,5128.201185,14287,0.989790494,61.48065326
2017,בני ברק,193.8,6036.715353,56214,6.858505269,47.42173873
2017,בת ים,128.7,7561.99836,64073,21.71077688,21.04387704
2017,גבעת שמואל,25.8,13114.4456,11381,11.65425202,34.70282433
2017,גבעתיים,59.5,13133.40927,28422,16.71763164,23.88185087
2017,דימונה,33.7,9212.314926,17380,12.28836215,28.86591814
2017,הוד השרון,61.1,14004.92001,29146,12.98648162,30.16431541
2017,הרצלייה,94,12333.63783,43884,18.94902595,24.22623924
2017,חדרה,94,8986.63268,46781,14.87554936,27.26315005
2017,חולון,192.6,9425.196,90822,17.12559183,26.14212144
2017,חיפה,281.1,10136.0887,128684,20.33534102,23.13233981
2017,טבריה,43.7,6688.105423,20002,13.14813118,30.38658849
2017,טייבה,42.4,6219.87781,17035,5.278177401,38.24202259
2017,טירה,25.7,6763.09912,11180,6.333346293,33.47459275
2017,טירת כרמל,21.3,8295.825368,11079,14.17952578,25.91738803
2017,טמרה,33.4,5887.569198,13453,4.8981426,36.65068904
2017,יבנה,45.5,10119.54504,22948,10.36431194,32.21203527
2017,יהוד,29.7,11540.20577,14735,14.95503385,28.155209
2017,יקנעם עילית,22.7,11484.83867,11939,10.19080278,32.24742812
2017,ירושלים,901.3,7529.436184,289914,9.078200204,39.42685138
2017,כפר יונה,22.5,11095.17723,10443,8.359586458,34.05067223
2017,כפר סבא,100,12609.40924,47907,17.92900769,27.68920121
